year,county_id,county_name,condition,nhs_type,deck_area_thou,count_bridges
1999,42101,Philadelphia,Good,Non-NHS,835.5,66
1999,42101,Philadelphia,Poor,All,2300.8,107
1999,42101,Philadelphia,Poor,NHS,1481,36
1999,42101,Philadelphia,Poor,Non-NHS,819.7,71
2000,42017,Bucks,All,All,3918.4,643
2000,42017,Bucks,All,NHS,2331.2,155
2000,42017,Bucks,All,Non-NHS,1587.2,488
2000,42017,Bucks,Fair,All,2800.3,390
2000,42017,Bucks,Fair,NHS,1803.1,117
2000,42017,Bucks,Fair,Non-NHS,997.2,273
2000,42017,Bucks,Good,All,472.5,96
2000,42017,Bucks,Good,NHS,251.1,15
2000,42017,Bucks,Good,Non-NHS,221.4,81
2000,42017,Bucks,Poor,All,645.6,157
2000,42017,Bucks,Poor,NHS,277,23
2000,42017,Bucks,Poor,Non-NHS,368.6,134
2000,34005,Burlington,All,All,2562.9,334
2000,34005,Burlington,All,NHS,1783.5,108
2000,34005,Burlington,All,Non-NHS,779.4,226
2000,34005,Burlington,Fair,All,1591.1,191
2000,34005,Burlington,Fair,NHS,1068,67
2000,34005,Burlington,Fair,Non-NHS,523.1,124
2000,34005,Burlington,Good,All,751.4,95
2000,34005,Burlington,Good,NHS,590.7,33
2000,34005,Burlington,Good,Non-NHS,160.8,62
2000,34005,Burlington,Poor,All,220.4,48
2000,34005,Burlington,Poor,NHS,124.8,8
2000,34005,Burlington,Poor,Non-NHS,95.6,40
2000,34007,Camden,All,All,3772,250
2000,34007,Camden,All,NHS,3063.5,131
2000,34007,Camden,All,Non-NHS,708.6,119
2000,34007,Camden,Fair,All,2836.8,159
2000,34007,Camden,Fair,NHS,2375.2,88
2000,34007,Camden,Fair,Non-NHS,461.6,71
2000,34007,Camden,Good,All,823.4,69
2000,34007,Camden,Good,NHS,635.9,37
2000,34007,Camden,Good,Non-NHS,187.5,32
2000,34007,Camden,Poor,All,111.8,22
2000,34007,Camden,Poor,NHS,52.3,6
2000,34007,Camden,Poor,Non-NHS,59.5,16
2000,42029,Chester,All,All,1965.9,606
2000,42029,Chester,All,NHS,867.6,145
2000,42029,Chester,All,Non-NHS,1098.3,461
2000,42029,Chester,Fair,All,1224.4,376
2000,42029,Chester,Fair,NHS,559.5,92
2000,42029,Chester,Fair,Non-NHS,664.8,284
2000,42029,Chester,Good,All,535.1,149
2000,42029,Chester,Good,NHS,259.3,47
2000,42029,Chester,Good,Non-NHS,275.8,102
2000,42029,Chester,Poor,All,206.4,81
2000,42029,Chester,Poor,NHS,48.8,6
2000,42029,Chester,Poor,Non-NHS,157.6,75
2000,42045,Delaware,All,All,3785.8,354
2000,42045,Delaware,All,NHS,2549.5,116
2000,42045,Delaware,All,Non-NHS,1236.3,238
2000,42045,Delaware,Fair,All,1692.1,181
2000,42045,Delaware,Fair,NHS,1095.9,57
2000,42045,Delaware,Fair,Non-NHS,596.2,124
2000,42045,Delaware,Good,All,1871.5,135
2000,42045,Delaware,Good,NHS,1380.4,55
2000,42045,Delaware,Good,Non-NHS,491.1,80
2000,42045,Delaware,Poor,All,222.2,38
2000,42045,Delaware,Poor,NHS,73.1,4
2000,42045,Delaware,Poor,Non-NHS,149,34
2000,34015,Gloucester,All,All,2409.6,245
2000,34015,Gloucester,All,NHS,1443.4,99
2000,34015,Gloucester,All,Non-NHS,966.2,146
2000,34015,Gloucester,Fair,All,1278.9,125
2000,34015,Gloucester,Fair,NHS,975.1,55
2000,34015,Gloucester,Fair,Non-NHS,303.8,70
2000,34015,Gloucester,Good,All,1052.2,101
2000,34015,Gloucester,Good,NHS,461.1,41
2000,34015,Gloucester,Good,Non-NHS,591.2,60
2000,34015,Gloucester,Poor,All,78.5,19
2000,34015,Gloucester,Poor,NHS,7.3,3
2000,34015,Gloucester,Poor,Non-NHS,71.2,16
2000,34021,Mercer,All,All,2850.2,351
2000,34021,Mercer,All,NHS,1862.8,143
2000,34021,Mercer,All,Non-NHS,987.4,208
2000,34021,Mercer,Fair,All,1076,165
2000,34021,Mercer,Fair,NHS,586,62
2000,34021,Mercer,Fair,Non-NHS,490,103
2000,34021,Mercer,Good,All,1566.2,121
2000,34021,Mercer,Good,NHS,1210.3,67
2000,34021,Mercer,Good,Non-NHS,355.9,54
2000,34021,Mercer,Poor,All,208,65
2000,34021,Mercer,Poor,NHS,66.4,14
2000,34021,Mercer,Poor,Non-NHS,141.5,51
2000,42091,Montgomery,All,All,4887.4,720
2000,42091,Montgomery,All,NHS,3196.4,238
2000,42091,Montgomery,All,Non-NHS,1691,482
2000,42091,Montgomery,Fair,All,2758.2,390
2000,42091,Montgomery,Fair,NHS,1895.1,137
2000,42091,Montgomery,Fair,Non-NHS,863.1,253
2000,42091,Montgomery,Good,All,1459.3,185
2000,42091,Montgomery,Good,NHS,919.4,76
2000,42091,Montgomery,Good,Non-NHS,539.8,109
2000,42091,Montgomery,Poor,All,669.9,145
2000,42091,Montgomery,Poor,NHS,381.9,25
2000,42091,Montgomery,Poor,Non-NHS,288,120
2000,42101,Philadelphia,All,All,16006.3,563
2000,42101,Philadelphia,All,NHS,11424.3,189
2000,42101,Philadelphia,All,Non-NHS,4581.9,374
2000,42101,Philadelphia,Fair,All,10432.7,332
2000,42101,Philadelphia,Fair,NHS,7625.9,108
2000,42101,Philadelphia,Fair,Non-NHS,2806.9,224
2000,42101,Philadelphia,Good,All,1863.1,101
2000,42101,Philadelphia,Good,NHS,1079.3,34
2000,42101,Philadelphia,Good,Non-NHS,783.8,67
2000,42101,Philadelphia,Poor,All,3710.4,130
2000,42101,Philadelphia,Poor,NHS,2719.1,47
2000,42101,Philadelphia,Poor,Non-NHS,991.2,83
2001,42017,Bucks,All,All,3922.8,641
2001,42017,Bucks,All,NHS,2333.1,154
2001,42017,Bucks,All,Non-NHS,1589.7,487
2001,42017,Bucks,Fair,All,2815,400
2001,42017,Bucks,Fair,NHS,1819.3,119
2001,42017,Bucks,Fair,Non-NHS,995.7,281
2001,42017,Bucks,Good,All,487.2,92
2001,42017,Bucks,Good,NHS,252.7,16
2001,42017,Bucks,Good,Non-NHS,234.5,76
2001,42017,Bucks,Poor,All,620.6,149
2001,42017,Bucks,Poor,NHS,261.2,19
2001,42017,Bucks,Poor,Non-NHS,359.4,130
2001,34005,Burlington,All,All,2576.9,336
2001,34005,Burlington,All,NHS,1803,109
2001,34005,Burlington,All,Non-NHS,773.9,227
2001,34005,Burlington,Fair,All,1611.7,196
2001,34005,Burlington,Fair,NHS,1096.6,70
2001,34005,Burlington,Fair,Non-NHS,515,126
2001,34005,Burlington,Good,All,751.6,94
2001,34005,Burlington,Good,NHS,585.3,32
2001,34005,Burlington,Good,Non-NHS,166.3,62
2001,34005,Burlington,Poor,All,213.7,46
2001,34005,Burlington,Poor,NHS,121.1,7
2001,34005,Burlington,Poor,Non-NHS,92.5,39
2001,34007,Camden,All,All,3772.1,250
2001,34007,Camden,All,NHS,3063.5,131
2001,34007,Camden,All,Non-NHS,708.6,119
2001,34007,Camden,Fair,All,2857.9,161
2001,34007,Camden,Fair,NHS,2373.2,88
2001,34007,Camden,Fair,Non-NHS,484.7,73
2001,34007,Camden,Good,All,796.6,68
2001,34007,Camden,Good,NHS,628.6,36
2001,34007,Camden,Good,Non-NHS,168,32
2001,34007,Camden,Poor,All,117.7,21
2001,34007,Camden,Poor,NHS,61.8,7
2001,34007,Camden,Poor,Non-NHS,55.9,14
2001,42029,Chester,All,All,1976.1,606
2001,42029,Chester,All,NHS,869.1,145
2001,42029,Chester,All,Non-NHS,1107,461
2001,42029,Chester,Fair,All,1218.8,368
2001,42029,Chester,Fair,NHS,555.9,90
2001,42029,Chester,Fair,Non-NHS,662.9,278
2001,42029,Chester,Good,All,504,141
2001,42029,Chester,Good,NHS,254.5,44
2001,42029,Chester,Good,Non-NHS,249.5,97
2001,42029,Chester,Poor,All,253.3,97
2001,42029,Chester,Poor,NHS,58.7,11
2001,42029,Chester,Poor,Non-NHS,194.6,86
2001,42045,Delaware,All,All,3778.5,351
2001,42045,Delaware,All,NHS,2539.4,115
2001,42045,Delaware,All,Non-NHS,1239.1,236
2001,42045,Delaware,Fair,All,1700.9,185
2001,42045,Delaware,Fair,NHS,1046.1,53
2001,42045,Delaware,Fair,Non-NHS,654.8,132
2001,42045,Delaware,Good,All,1852.1,128
2001,42045,Delaware,Good,NHS,1411.8,57
2001,42045,Delaware,Good,Non-NHS,440.3,71
2001,42045,Delaware,Poor,All,225.5,38
2001,42045,Delaware,Poor,NHS,81.5,5
2001,42045,Delaware,Poor,Non-NHS,144,33
2001,34015,Gloucester,All,All,2409.6,245
2001,34015,Gloucester,All,NHS,1467.7,111
2001,34015,Gloucester,All,Non-NHS,941.9,134
2001,34015,Gloucester,Fair,All,1279.5,124
2001,34015,Gloucester,Fair,NHS,985.5,60
2001,34015,Gloucester,Fair,Non-NHS,294,64
2001,34015,Gloucester,Good,All,1045.2,98
2001,34015,Gloucester,Good,NHS,471.5,44
2001,34015,Gloucester,Good,Non-NHS,573.7,54
2001,34015,Gloucester,Poor,All,84.9,23
2001,34015,Gloucester,Poor,NHS,10.7,7
2001,34015,Gloucester,Poor,Non-NHS,74.1,16
2001,34021,Mercer,All,All,2864.3,355
2001,34021,Mercer,All,NHS,1871.3,145
2001,34021,Mercer,All,Non-NHS,993.1,210
2001,34021,Mercer,Fair,All,1111.3,171
2001,34021,Mercer,Fair,NHS,590.3,62
2001,34021,Mercer,Fair,Non-NHS,521.1,109
2001,34021,Mercer,Good,All,1549.9,121
2001,34021,Mercer,Good,NHS,1214.6,69
2001,34021,Mercer,Good,Non-NHS,335.4,52
2001,34021,Mercer,Poor,All,203.1,63
2001,34021,Mercer,Poor,NHS,66.4,14
2001,34021,Mercer,Poor,Non-NHS,136.6,49
2001,42091,Montgomery,All,All,4919.7,725
2001,42091,Montgomery,All,NHS,3207.1,239
2001,42091,Montgomery,All,Non-NHS,1712.6,486
2001,42091,Montgomery,Fair,All,2703.5,386
2001,42091,Montgomery,Fair,NHS,1863.8,133
2001,42091,Montgomery,Fair,Non-NHS,839.7,253
2001,42091,Montgomery,Good,All,1451.5,179
2001,42091,Montgomery,Good,NHS,930.9,77
2001,42091,Montgomery,Good,Non-NHS,520.6,102
2001,42091,Montgomery,Poor,All,764.7,160
2001,42091,Montgomery,Poor,NHS,412.4,29
2001,42091,Montgomery,Poor,Non-NHS,352.3,131
2001,42101,Philadelphia,All,All,16097.3,565
2001,42101,Philadelphia,All,NHS,11336.3,186
2001,42101,Philadelphia,All,Non-NHS,4760.9,379
2001,42101,Philadelphia,Fair,All,10561.8,330
2001,42101,Philadelphia,Fair,NHS,7630.6,106
2001,42101,Philadelphia,Fair,Non-NHS,2931.1,224
2001,42101,Philadelphia,Good,All,1468.7,92
2001,42101,Philadelphia,Good,NHS,801.9,29
2001,42101,Philadelphia,Good,Non-NHS,666.8,63
2001,42101,Philadelphia,Poor,All,4066.8,143
2001,42101,Philadelphia,Poor,NHS,2903.8,51
2001,42101,Philadelphia,Poor,Non-NHS,1163,92
2002,42017,Bucks,All,All,3939,639
2002,42017,Bucks,All,NHS,2337.6,155
2002,42017,Bucks,All,Non-NHS,1601.3,484
2002,42017,Bucks,Fair,All,2819.5,394
2002,42017,Bucks,Fair,NHS,1848.5,124
2002,42017,Bucks,Fair,Non-NHS,970.9,270
2002,42017,Bucks,Good,All,437.6,86
2002,42017,Bucks,Good,NHS,198.3,11
2002,42017,Bucks,Good,Non-NHS,239.3,75
2002,42017,Bucks,Poor,All,681.9,159
2002,42017,Bucks,Poor,NHS,290.8,20
2002,42017,Bucks,Poor,Non-NHS,391.1,139
2002,34005,Burlington,All,All,2585.2,336
2002,34005,Burlington,All,NHS,1792.3,108
2002,34005,Burlington,All,Non-NHS,792.9,228
2002,34005,Burlington,Fair,All,1676.7,191
2002,34005,Burlington,Fair,NHS,1168.6,71
2002,34005,Burlington,Fair,Non-NHS,508.2,120
2002,34005,Burlington,Good,All,690.9,97
2002,34005,Burlington,Good,NHS,498.9,29
2002,34005,Burlington,Good,Non-NHS,192.1,68
2002,34005,Burlington,Poor,All,217.5,48
2002,34005,Burlington,Poor,NHS,124.8,8
2002,34005,Burlington,Poor,Non-NHS,92.7,40
2002,34007,Camden,All,All,3782.1,251
2002,34007,Camden,All,NHS,3098.3,134
2002,34007,Camden,All,Non-NHS,683.8,117
2002,34007,Camden,Fair,All,2546.3,164
2002,34007,Camden,Fair,NHS,2091.7,91
2002,34007,Camden,Fair,Non-NHS,454.6,73
2002,34007,Camden,Good,All,1070.2,63
2002,34007,Camden,Good,NHS,920.1,35
2002,34007,Camden,Good,Non-NHS,150.1,28
2002,34007,Camden,Poor,All,165.6,24
2002,34007,Camden,Poor,NHS,86.5,8
2002,34007,Camden,Poor,Non-NHS,79.1,16
2002,42029,Chester,All,All,1995,606
2002,42029,Chester,All,NHS,874.4,144
2002,42029,Chester,All,Non-NHS,1120.6,462
2002,42029,Chester,Fair,All,1157.5,354
2002,42029,Chester,Fair,NHS,524.5,88
2002,42029,Chester,Fair,Non-NHS,633,266
2002,42029,Chester,Good,All,526.2,141
2002,42029,Chester,Good,NHS,262.7,43
2002,42029,Chester,Good,Non-NHS,263.5,98
2002,42029,Chester,Poor,All,311.2,111
2002,42029,Chester,Poor,NHS,87.1,13
2002,42029,Chester,Poor,Non-NHS,224.1,98
2002,42045,Delaware,All,All,3789,353
2002,42045,Delaware,All,NHS,2540.5,115
2002,42045,Delaware,All,Non-NHS,1248.5,238
2002,42045,Delaware,Fair,All,1890,188
2002,42045,Delaware,Fair,NHS,1220.1,56
2002,42045,Delaware,Fair,Non-NHS,669.9,132
2002,42045,Delaware,Good,All,1662.4,122
2002,42045,Delaware,Good,NHS,1231.2,52
2002,42045,Delaware,Good,Non-NHS,431.3,70
2002,42045,Delaware,Poor,All,236.6,43
2002,42045,Delaware,Poor,NHS,89.2,7
2002,42045,Delaware,Poor,Non-NHS,147.4,36
2002,34015,Gloucester,All,All,2392.8,244
2002,34015,Gloucester,All,NHS,1475.9,120
2002,34015,Gloucester,All,Non-NHS,917,124
2002,34015,Gloucester,Fair,All,1275.6,126
2002,34015,Gloucester,Fair,NHS,997.2,66
2002,34015,Gloucester,Fair,Non-NHS,278.5,60
2002,34015,Gloucester,Good,All,1035.6,96
2002,34015,Gloucester,Good,NHS,450.2,45
2002,34015,Gloucester,Good,Non-NHS,585.3,51
2002,34015,Gloucester,Poor,All,81.6,22
2002,34015,Gloucester,Poor,NHS,28.5,9
2002,34015,Gloucester,Poor,Non-NHS,53.1,13
2002,34021,Mercer,All,All,2951.9,364
2002,34021,Mercer,All,NHS,1950.9,154
2002,34021,Mercer,All,Non-NHS,1000.9,210
2002,34021,Mercer,Fair,All,1105.1,174
2002,34021,Mercer,Fair,NHS,605,64
2002,34021,Mercer,Fair,Non-NHS,500.1,110
2002,34021,Mercer,Good,All,1621,130
2002,34021,Mercer,Good,NHS,1280.9,77
2002,34021,Mercer,Good,Non-NHS,340,53
2002,34021,Mercer,Poor,All,225.8,60
2002,34021,Mercer,Poor,NHS,65,13
2002,34021,Mercer,Poor,Non-NHS,160.8,47
2002,42091,Montgomery,All,All,5002.8,727
2002,42091,Montgomery,All,NHS,3267.8,240
2002,42091,Montgomery,All,Non-NHS,1735,487
2002,42091,Montgomery,Fair,All,2680.5,381
2002,42091,Montgomery,Fair,NHS,1827.9,134
2002,42091,Montgomery,Fair,Non-NHS,852.6,247
2002,42091,Montgomery,Good,All,1323.5,164
2002,42091,Montgomery,Good,NHS,820.9,66
2002,42091,Montgomery,Good,Non-NHS,502.7,98
2002,42091,Montgomery,Poor,All,998.7,182
2002,42091,Montgomery,Poor,NHS,619,40
2002,42091,Montgomery,Poor,Non-NHS,379.7,142
2002,42101,Philadelphia,All,All,16132.6,565
2002,42101,Philadelphia,All,NHS,11296.1,183
2002,42101,Philadelphia,All,Non-NHS,4836.5,382
2002,42101,Philadelphia,Fair,All,10350.2,323
2002,42101,Philadelphia,Fair,NHS,7458.2,100
2002,42101,Philadelphia,Fair,Non-NHS,2892,223
2002,42101,Philadelphia,Good,All,1538.6,96
2002,42101,Philadelphia,Good,NHS,803.1,29
2002,42101,Philadelphia,Good,Non-NHS,735.5,67
2002,42101,Philadelphia,Poor,All,4243.8,146
2002,42101,Philadelphia,Poor,NHS,3034.9,54
2002,42101,Philadelphia,Poor,Non-NHS,1209,92
2003,42017,Bucks,All,All,3939.4,636
2003,42017,Bucks,All,NHS,2345.1,155
2003,42017,Bucks,All,Non-NHS,1594.3,481
2003,42017,Bucks,Fair,All,2727.3,391
2003,42017,Bucks,Fair,NHS,1768.5,118
2003,42017,Bucks,Fair,Non-NHS,958.8,273
2003,42017,Bucks,Good,All,436,83
2003,42017,Bucks,Good,NHS,202.8,12
2003,42017,Bucks,Good,Non-NHS,233.2,71
2003,42017,Bucks,Poor,All,776.1,162
2003,42017,Bucks,Poor,NHS,373.8,25
2003,42017,Bucks,Poor,Non-NHS,402.3,137
2003,34005,Burlington,All,All,2608.3,337
2003,34005,Burlington,All,NHS,1792.3,108
2003,34005,Burlington,All,Non-NHS,816,229
2003,34005,Burlington,Fair,All,1742.4,193
2003,34005,Burlington,Fair,NHS,1255.4,77
2003,34005,Burlington,Fair,Non-NHS,487,116
2003,34005,Burlington,Good,All,660.7,102
2003,34005,Burlington,Good,NHS,412,23
2003,34005,Burlington,Good,Non-NHS,248.7,79
2003,34005,Burlington,Poor,All,205.2,42
2003,34005,Burlington,Poor,NHS,124.8,8
2003,34005,Burlington,Poor,Non-NHS,80.3,34
2003,34007,Camden,All,All,3789.6,250
2003,34007,Camden,All,NHS,3097.6,133
2003,34007,Camden,All,Non-NHS,692,117
2003,34007,Camden,Fair,All,2562.2,164
2003,34007,Camden,Fair,NHS,2122.5,91
2003,34007,Camden,Fair,Non-NHS,439.7,73
2003,34007,Camden,Good,All,1047.9,63
2003,34007,Camden,Good,NHS,894.3,35
2003,34007,Camden,Good,Non-NHS,153.7,28
2003,34007,Camden,Poor,All,179.4,23
2003,34007,Camden,Poor,NHS,80.8,7
2003,34007,Camden,Poor,Non-NHS,98.6,16
2003,42029,Chester,All,All,2035.3,610
2003,42029,Chester,All,NHS,877.1,144
2003,42029,Chester,All,Non-NHS,1158.2,466
2003,42029,Chester,Fair,All,1167.8,355
2003,42029,Chester,Fair,NHS,545.3,89
2003,42029,Chester,Fair,Non-NHS,622.5,266
2003,42029,Chester,Good,All,571.4,146
2003,42029,Chester,Good,NHS,255.7,44
2003,42029,Chester,Good,Non-NHS,315.7,102
2003,42029,Chester,Poor,All,296,109
2003,42029,Chester,Poor,NHS,76.1,11
2003,42029,Chester,Poor,Non-NHS,219.9,98
2003,42045,Delaware,All,All,3778.9,353
2003,42045,Delaware,All,NHS,2540.5,115
2003,42045,Delaware,All,Non-NHS,1238.4,238
2003,42045,Delaware,Fair,All,1926.1,195
2003,42045,Delaware,Fair,NHS,1283.6,62
2003,42045,Delaware,Fair,Non-NHS,642.5,133
2003,42045,Delaware,Good,All,1597.6,111
2003,42045,Delaware,Good,NHS,1149.4,44
2003,42045,Delaware,Good,Non-NHS,448.1,67
2003,42045,Delaware,Poor,All,255.3,47
2003,42045,Delaware,Poor,NHS,107.5,9
2003,42045,Delaware,Poor,Non-NHS,147.8,38
2003,34015,Gloucester,All,All,2424.1,244
2003,34015,Gloucester,All,NHS,1479,105
2003,34015,Gloucester,All,Non-NHS,945.1,139
2003,34015,Gloucester,Fair,All,1395.8,135
2003,34015,Gloucester,Fair,NHS,1081.8,64
2003,34015,Gloucester,Fair,Non-NHS,313.9,71
2003,34015,Gloucester,Good,All,949.7,90
2003,34015,Gloucester,Good,NHS,370.5,34
2003,34015,Gloucester,Good,Non-NHS,579.2,56
2003,34015,Gloucester,Poor,All,78.6,19
2003,34015,Gloucester,Poor,NHS,26.7,7
2003,34015,Gloucester,Poor,Non-NHS,51.9,12
2003,34021,Mercer,All,All,2951.1,361
2003,34021,Mercer,All,NHS,1924.6,150
2003,34021,Mercer,All,Non-NHS,1026.5,211
2003,34021,Mercer,Fair,All,1143.4,176
2003,34021,Mercer,Fair,NHS,653.4,66
2003,34021,Mercer,Fair,Non-NHS,490,110
2003,34021,Mercer,Good,All,1587.4,129
2003,34021,Mercer,Good,NHS,1200.3,70
2003,34021,Mercer,Good,Non-NHS,387.2,59
2003,34021,Mercer,Poor,All,220.3,56
2003,34021,Mercer,Poor,NHS,71,14
2003,34021,Mercer,Poor,Non-NHS,149.3,42
2003,42091,Montgomery,All,All,4952.1,726
2003,42091,Montgomery,All,NHS,3230.6,240
2003,42091,Montgomery,All,Non-NHS,1721.5,486
2003,42091,Montgomery,Fair,All,2706,372
2003,42091,Montgomery,Fair,NHS,1875.8,136
2003,42091,Montgomery,Fair,Non-NHS,830.2,236
2003,42091,Montgomery,Good,All,1256.6,164
2003,42091,Montgomery,Good,NHS,752.3,62
2003,42091,Montgomery,Good,Non-NHS,504.2,102
2003,42091,Montgomery,Poor,All,989.5,190
2003,42091,Montgomery,Poor,NHS,602.5,42
2003,42091,Montgomery,Poor,Non-NHS,387.1,148
2003,42101,Philadelphia,All,All,16448.1,577
2003,42101,Philadelphia,All,NHS,11350.5,184
2003,42101,Philadelphia,All,Non-NHS,5097.7,393
2003,42101,Philadelphia,Fair,All,10064.8,326
2003,42101,Philadelphia,Fair,NHS,6910.6,96
2003,42101,Philadelphia,Fair,Non-NHS,3154.2,230
2003,42101,Philadelphia,Good,All,1535.3,97
2003,42101,Philadelphia,Good,NHS,734.4,28
2003,42101,Philadelphia,Good,Non-NHS,801,69
2003,42101,Philadelphia,Poor,All,4848,154
2003,42101,Philadelphia,Poor,NHS,3705.5,60
2003,42101,Philadelphia,Poor,Non-NHS,1142.5,94
2004,42017,Bucks,All,All,3937.2,643
2004,42017,Bucks,All,NHS,1331.6,126
2004,42017,Bucks,All,Non-NHS,2605.6,517
2004,42017,Bucks,Fair,All,2785.1,387
2004,42017,Bucks,Fair,NHS,816.5,87
2004,42017,Bucks,Fair,Non-NHS,1968.7,300
2004,42017,Bucks,Good,All,351.3,81
2004,42017,Bucks,Good,NHS,116.1,9
2004,42017,Bucks,Good,Non-NHS,235.2,72
2004,42017,Bucks,Poor,All,800.7,175
2004,42017,Bucks,Poor,NHS,399,30
2004,42017,Bucks,Poor,Non-NHS,401.7,145
2004,34005,Burlington,All,All,2586.7,346
2004,34005,Burlington,All,NHS,1767,111
2004,34005,Burlington,All,Non-NHS,819.7,235
2004,34005,Burlington,Fair,All,1783.2,196
2004,34005,Burlington,Fair,NHS,1286,78
2004,34005,Burlington,Fair,Non-NHS,497.2,118
2004,34005,Burlington,Good,All,695.1,106
2004,34005,Burlington,Good,NHS,457.4,27
2004,34005,Burlington,Good,Non-NHS,237.6,79
2004,34005,Burlington,Poor,All,108.4,44
2004,34005,Burlington,Poor,NHS,23.5,6
2004,34005,Burlington,Poor,Non-NHS,84.9,38
2004,34007,Camden,All,All,3779.9,249
2004,34007,Camden,All,NHS,3096.1,133
2004,34007,Camden,All,Non-NHS,683.9,116
2004,34007,Camden,Fair,All,2535.4,162
2004,34007,Camden,Fair,NHS,2108.2,89
2004,34007,Camden,Fair,Non-NHS,427.2,73
2004,34007,Camden,Good,All,1046.4,62
2004,34007,Camden,Good,NHS,894.3,35
2004,34007,Camden,Good,Non-NHS,152.1,27
2004,34007,Camden,Poor,All,198.1,25
2004,34007,Camden,Poor,NHS,93.5,9
2004,34007,Camden,Poor,Non-NHS,104.6,16
2004,42029,Chester,All,All,2070.3,606
2004,42029,Chester,All,NHS,746.5,119
2004,42029,Chester,All,Non-NHS,1323.8,487
2004,42029,Chester,Fair,All,1184,358
2004,42029,Chester,Fair,NHS,480.6,74
2004,42029,Chester,Fair,Non-NHS,703.4,284
2004,42029,Chester,Good,All,627.6,147
2004,42029,Chester,Good,NHS,214.3,36
2004,42029,Chester,Good,Non-NHS,413.3,111
2004,42029,Chester,Poor,All,258.7,101
2004,42029,Chester,Poor,NHS,51.6,9
2004,42029,Chester,Poor,Non-NHS,207.1,92
2004,42045,Delaware,All,All,3777.8,352
2004,42045,Delaware,All,NHS,2038.3,112
2004,42045,Delaware,All,Non-NHS,1739.4,240
2004,42045,Delaware,Fair,All,1940.7,196
2004,42045,Delaware,Fair,NHS,792.9,61
2004,42045,Delaware,Fair,Non-NHS,1147.9,135
2004,42045,Delaware,Good,All,1584.3,109
2004,42045,Delaware,Good,NHS,1144.7,43
2004,42045,Delaware,Good,Non-NHS,439.6,66
2004,42045,Delaware,Poor,All,252.7,47
2004,42045,Delaware,Poor,NHS,100.7,8
2004,42045,Delaware,Poor,Non-NHS,152,39
2004,34015,Gloucester,All,All,2477.1,246
2004,34015,Gloucester,All,NHS,1493.7,97
2004,34015,Gloucester,All,Non-NHS,983.4,149
2004,34015,Gloucester,Fair,All,1425.8,137
2004,34015,Gloucester,Fair,NHS,1092.4,58
2004,34015,Gloucester,Fair,Non-NHS,333.4,79
2004,34015,Gloucester,Good,All,988.3,91
2004,34015,Gloucester,Good,NHS,392.4,34
2004,34015,Gloucester,Good,Non-NHS,595.9,57
2004,34015,Gloucester,Poor,All,63.1,18
2004,34015,Gloucester,Poor,NHS,8.9,5
2004,34015,Gloucester,Poor,Non-NHS,54.1,13
2004,34021,Mercer,All,All,2982.4,368
2004,34021,Mercer,All,NHS,1952,152
2004,34021,Mercer,All,Non-NHS,1030.4,216
2004,34021,Mercer,Fair,All,1153.8,178
2004,34021,Mercer,Fair,NHS,666.4,68
2004,34021,Mercer,Fair,Non-NHS,487.4,110
2004,34021,Mercer,Good,All,1606.7,132
2004,34021,Mercer,Good,NHS,1214.6,70
2004,34021,Mercer,Good,Non-NHS,392.1,62
2004,34021,Mercer,Poor,All,221.9,58
2004,34021,Mercer,Poor,NHS,71,14
2004,34021,Mercer,Poor,Non-NHS,150.9,44
2004,42091,Montgomery,All,All,5012.5,734
2004,42091,Montgomery,All,NHS,2437.3,169
2004,42091,Montgomery,All,Non-NHS,2575.2,565
2004,42091,Montgomery,Fair,All,2942.2,382
2004,42091,Montgomery,Fair,NHS,1590.4,108
2004,42091,Montgomery,Fair,Non-NHS,1351.8,274
2004,42091,Montgomery,Good,All,999.3,155
2004,42091,Montgomery,Good,NHS,296.5,29
2004,42091,Montgomery,Good,Non-NHS,702.8,126
2004,42091,Montgomery,Poor,All,1071,197
2004,42091,Montgomery,Poor,NHS,550.3,32
2004,42091,Montgomery,Poor,Non-NHS,520.7,165
2004,42101,Philadelphia,All,All,16396.8,577
2004,42101,Philadelphia,All,NHS,9608.7,165
2004,42101,Philadelphia,All,Non-NHS,6788,412
2004,42101,Philadelphia,Fair,All,9981.6,331
2004,42101,Philadelphia,Fair,NHS,5676.2,89
2004,42101,Philadelphia,Fair,Non-NHS,4305.4,242
2004,42101,Philadelphia,Good,All,1910.9,95
2004,42101,Philadelphia,Good,NHS,582.5,19
2004,42101,Philadelphia,Good,Non-NHS,1328.4,76
2004,42101,Philadelphia,Poor,All,4504.2,151
2004,42101,Philadelphia,Poor,NHS,3350,57
2004,42101,Philadelphia,Poor,Non-NHS,1154.2,94
2005,42017,Bucks,All,All,3938.3,642
2005,42017,Bucks,All,NHS,1220.5,125
2005,42017,Bucks,All,Non-NHS,2717.8,517
2005,42017,Bucks,Fair,All,2831,383
2005,42017,Bucks,Fair,NHS,758,87
2005,42017,Bucks,Fair,Non-NHS,2073,296
2005,42017,Bucks,Good,All,337.1,78
2005,42017,Bucks,Good,NHS,110.4,8
2005,42017,Bucks,Good,Non-NHS,226.7,70
2005,42017,Bucks,Poor,All,770.3,181
2005,42017,Bucks,Poor,NHS,352.1,30
2005,42017,Bucks,Poor,Non-NHS,418.2,151
2005,34005,Burlington,All,All,2605,342
